anzsco_code,occupation,task_rank,task
891113,Waterside Workers,13,Positioning goods in the holds of ships and securing cargo to prevent shifting during voyages.
891113,Waterside Workers,14,Packing containers and re-packing damaged containers.
891113,Waterside Workers,15,Cleaning out ships' tanks and holds.
891113,Waterside Workers,16,Washing out containers and carrying out other general yard duties such as shunting on the railway.
891113,Waterside Workers,17,Arranging for damaged containers of hazardous material to be quarantined.
891113,Waterside Workers,18,Carrying out safety checks.
899211,Deck Hands,1,"Handles ropes and wires, and operates mooring equipment when berthing and unberthing."
899211,Deck Hands,2,Stands lookout watches at sea and adjusts the ship's course as directed.
899211,Deck Hands,3,Assists with cargo operations using on-board equipment and stows and secures cargo.
899211,Deck Hands,4,"Patrols ships to ensure safety of the vessel, cargo and passengers."
899211,Deck Hands,5,"Performs routine maintenance and checks on deck equipment, cargo gear, rigging, and lifesaving and fire fighting appliances."
899212,Fishing Hands,1,Attaches gear and fastens towing cables to nets.
899212,Fishing Hands,2,"Casts and lowers nets, pots, lines and traps into water."
899212,Fishing Hands,3,"Prepares lines, attaches running gear and bait, and sets lines into position."
899212,Fishing Hands,4,Hauls in fishing gear and removes fish and other marine life.
899212,Fishing Hands,5,"Sorts, cleans, preserves, stows and refrigerates catch."
899411,Motor Vehicle Parts and Accessories Fitters (General),1,Removes old and damaged parts and cleans surrounding areas on vehicles.
899411,Motor Vehicle Parts and Accessories Fitters (General),2,"Fits batteries and installs accessories such as sun roofs, stereos and alarms."
899411,Motor Vehicle Parts and Accessories Fitters (General),3,"Inspects, removes and repairs muffler mountings, and fits new mufflers, extractors and exhaust pipes."
899411,Motor Vehicle Parts and Accessories Fitters (General),4,Removes radiators from vehicles and cleans and repairs them.
899411,Motor Vehicle Parts and Accessories Fitters (General),5,"Installs new or repaired radiators into vehicles and repairs and replaces other units in the cooling system such as thermostats, head gaskets and water pumps."
899411,Motor Vehicle Parts and Accessories Fitters (General),6,Inspects tyres to determine which repair action to implement and repairs punctures in tubes and tubeless tyres.
899411,Motor Vehicle Parts and Accessories Fitters (General),7,Operates air driven equipment to remove and refit tyres and tubes on vehicles.
899411,Motor Vehicle Parts and Accessories Fitters (General),8,Balances wheels and tyres using static and electronic equipment.
899412,Autoglaziers,1,Removes old and damaged parts and cleans surrounding areas on vehicles.
899412,Autoglaziers,2,Fits and installs accessories such as sun roofs.
899412,Autoglaziers,3,"Removes damaged glass, trims strips and rubber seals from window frames and mountings on motor vehicles, positions new windscreens and glass windows on frames and attaches and seals them."
899414,Radiator Repairers,1,Removes radiators from vehicles and cleans and repairs them.
899414,Radiator Repairers,2,"Installs new or repaired radiators into vehicles and repairs and replaces other units in the cooling system such as thermostats, head gaskets and water pumps."
899415,Tyre Fitters,1,Inspects tyres to determine which repair action to implement and repairs punctures in tubes and tubeless tyres.
899415,Tyre Fitters,2,Operates air driven equipment to remove and refit tyres and tubes on vehicles.
899415,Tyre Fitters,3,Balances wheels and tyres using static and electronic equipment.
899511,Printer's Assistants,1,"Assisting with setting up, operating and adjusting machines."
899511,Printer's Assistants,2,Maintaining and lubricating printing machines.
899511,Printer's Assistants,3,Clearing waste and cleaning work areas and machines.
899511,Printer's Assistants,4,"Folding, collating and fastening printed products by machine and hand."
899511,Printer's Assistants,5,Performing hand binding and finishing operations.
899511,Printer's Assistants,6,"Operating specialised machines such as casing-in and mini binders, and automatic carton folding and gluing machines."
899511,Printer's Assistants,7,Carrying out routine quality control.
899512,Printing Table Workers,1,"Assisting with setting up, operating and adjusting machines."
899512,Printing Table Workers,2,Maintaining and lubricating bindery machines.
899512,Printing Table Workers,3,Clearing waste and cleaning work areas and machines.
899512,Printing Table Workers,4,"Folding, collating and fastening printed products by machine and hand."
899512,Printing Table Workers,5,Performing hand binding and finishing operations.
899512,Printing Table Workers,6,"Operating specialised machines such as casing-in and mini binders, and automatic carton folding and gluing machines."
899512,Printing Table Workers,7,Carrying out routine quality control.
899911,Bicycle Mechanics,1,Assembles new bicycles that are delivered to the bicycle shop.
899911,Bicycle Mechanics,2,Checks bicycles before they go on sale.
899911,Bicycle Mechanics,3,Services and repairs bicycles brought in by customers.
899911,Bicycle Mechanics,4,"Advises customers about bicycle repair options, parts and accessories."
899911,Bicycle Mechanics,5,May be responsible for updating and maintaining stock such as bicycle parts and accessories.
899911,Bicycle Mechanics,6,"May be involved in sales work and general shop duties such as answering the phone, serving customers and opening the shop."
899911,Bicycle Mechanics,7,Experienced bicycle mechanics may work for regional or national cycling teams on tour.
899912,Car Park Attendants,1,Answer customers' enquiries.
899912,Car Park Attendants,2,Accepts money and give change.
899912,Car Park Attendants,3,Issues the correct tickets.
899912,Car Park Attendants,4,Direct drivers to a parking space.
899912,Car Park Attendants,5,Checks to make sure all vehicles have a parking ticket.
899912,Car Park Attendants,6,Keeps an eye on the cars and the parking area.
899912,Car Park Attendants,7,Makes security checks on vehicles.
899912,Car Park Attendants,8,Collects rubbish and keep the area clean.
899912,Car Park Attendants,9,Does the banking and keep reports of tickets issued.
899912,Car Park Attendants,10,Carries out parking warden duties.
899913,Crossing Supervisors,1,"Escorts children, disabled and other pedestrians across roads."
899913,Crossing Supervisors,2,Stops traffic to facilitate people crossing the road.
899913,Crossing Supervisors,3,"Re-establishes traffic flow once pedestrians have reached the other side of the road. escorts children, disabled and other pedestrians across roads."
899914,Electrical and Telecommunications Trades Assistants,1,"Installs, maintains, repairs and diagnoses malfunctions of electrical or telecommunications systems."
899914,Electrical and Telecommunications Trades Assistants,2,To conform with regulations and safety requirements.
899914,Electrical and Telecommunications Trades Assistants,3,"Performs a range of manual tasks such as digging, lifting, cutting and laying cable to assist trade workers."
899915,Leaflet and Newspaper Deliverers,1,Delivers various printed advertisements and/or newspapers to private home mailboxes.
899915,Leaflet and Newspaper Deliverers,2,"May use one of a variety of means of transport, including foot, bicycle, or motor vehicle."
899916,Mechanic's Assistants,1,Assists mechanics to: detect and diagnose faults in engines and parts.
899916,Mechanic's Assistants,2,"Dismantle and remove engine assemblies, transmissions, steering mechanisms and other components, and check parts."
899916,Mechanic's Assistants,3,"Repair and replace worn and defective parts and reassemble mechanical components, and refer to service manuals as needed."
899916,Mechanic's Assistants,4,"Perform scheduled maintenance services such as oil changes, lubrications and engine tune-ups to achieve smoother running of vehicles and ensure compliance with pollution regulations."
899916,Mechanic's Assistants,5,Reassemble engines and parts after being repaired.
899916,Mechanic's Assistants,6,"Test and adjust mechanical parts after being repaired for proper performance, diagnose and test parts with the assistance of computers."
899917,Railways Assistants,1,Answers questions from passengers.
899917,Railways Assistants,2,"Assists passengers with large luggage, pushchairs and prams."
899917,Railways Assistants,3,"Helps people with special needs, such as wheelchair users."
899917,Railways Assistants,4,Check tickets and makes sure people are in the correct place to catch their train.
899917,Railways Assistants,5,May give signalling instructions to train drivers and may clean the station and platform area.
899917,Railways Assistants,6,May assist in the ticket selling office and provide travel information to passengers.
899918,Sign Erectors,1,"Loads and unloads building and construction materials, tools and equipment and transports them to the site."
899918,Sign Erectors,2,Selects the materials that will be used.
899918,Sign Erectors,3,Cuts the board to size and frames it.
899918,Sign Erectors,4,Prepares the mounting posts to receive the sign.
899918,Sign Erectors,5,Secures the sign to the mounting post.
899918,Sign Erectors,6,Dismantles unwanted signs.
899921,Ticket Collectors and Ushers,1,"Issues tickets to patrons, accepts payments and gives change."
899921,Ticket Collectors and Ushers,2,"Answers enquiries concerning admission prices, event schedules and coming attractions."
899921,Ticket Collectors and Ushers,3,Keeps daily balance sheet of cash received and tickets sold.
899921,Ticket Collectors and Ushers,4,Fills reservations by telephone or mail.
899921,Ticket Collectors and Ushers,5,Checks ticket stubs and shows patrons to seats.
899921,Ticket Collectors and Ushers,6,Distributes programmes.
899921,Ticket Collectors and Ushers,7,"Stores clothing, luggage and other articles for patrons and employees of an establishment, and issues claim checks or tickets for their return."
899922,Trolley Collectors,1,Walks or drives about the site to locate trolleys.
899922,Trolley Collectors,2,Collects trolleys together.
899922,Trolley Collectors,3,Either hitches trolley to vehicle or pushes trolleys back to trolley bay.
899922,Trolley Collectors,4,Corrals trolleys into trolley bay and performs minor repairs on damaged trolleys or removes trolley for more difficult repairs.
899922,Trolley Collectors,5,Removes debris from trolleys and periodically cleans the trolley stock.
899999,Labourers (not covered elsewhere),1,"Performs lifting, carrying, stacking, shovelling, digging and similar tasks using simple hand tools or small mechanical equipment."
111399,Other Legislators,1,"Develops national, state, territory or local government policies and formulates, amends and repeals legislation and by-laws."
111399,Other Legislators,2,"Helps constituents with a range of problems, particularly with regard to matters concerning government and local agencies."
111399,Other Legislators,3,Investigates matters of concern to the public and to particular persons and groups.
111399,Other Legislators,4,Introduces proposals for government action and represents public and electoral interests.
111399,Other Legislators,5,Issues policy directions to government departments and exercises control over local government authorities.
111399,Other Legislators,6,"Attends community functions and meetings of local groups to provide services to the community, gauge public opinions and provide information on government plans."
111399,Other Legislators,7,May serve as a member on parliamentary committees and inquiries.
111399,Other Legislators,8,May present petitions on behalf of concerned groups.
121211,Cotton Growers,1,"Co-ordinates production and marketing of cotton, from soil preparation to harvest taking into account environmental and market factors."
121211,Cotton Growers,2,Selects and plants seeds.
121211,Cotton Growers,3,Maintains crop production by cultivating and maintains optimal growing conditions.
121211,Cotton Growers,4,"Organises and conducts farming operations, such as collecting, storing, grading and packaging produce, as well as organising the sale, purchase and dispatch of produce."
121211,Cotton Growers,5,"Directs and oversees general farming activities, such as fertilising and pest and weed control."
121211,Cotton Growers,6,"Maintains farm buildings, fences, equipment and water supply systems."
121211,Cotton Growers,7,"Maintains and evaluates records of farming activities, monitors market activity and plans crop preparation and production, to meet contract requirements and market demands."
121211,Cotton Growers,8,"Manages business capital including budgeting, taxation, debt and loan management."
121211,Cotton Growers,9,"May select, train and supervise staff and contractors."
121217,Sugar Cane Growers,1,"Co-ordinates production and marketing of sugar cane, from soil preparation to harvest taking into account environmental and market factors."
121217,Sugar Cane Growers,2,Plants seeds and seedlings and grafts new varieties to root stocks.
121217,Sugar Cane Growers,3,Maintains crop production by cultivating and maintains optimal growing conditions.
121217,Sugar Cane Growers,4,"Organises and conducts farming operations, such as collecting, storing, grading and packaging produce, as well as organising the sale, purchase and dispatch of produce."
121217,Sugar Cane Growers,5,"Directs and oversees general farming activities, such as fertilising and pest and weed control."
121217,Sugar Cane Growers,6,"Maintains farm buildings, fences, equipment and water supply systems."
121217,Sugar Cane Growers,7,"Maintains and evaluates records of farming activities, monitors market activity and plans crop preparation and production, to meet contract requirements and market demands."
121217,Sugar Cane Growers,8,"Manages business capital including budgeting, taxation, debt and loan management."
121217,Sugar Cane Growers,9,"May select, train and supervise staff and contractors."
139112,Commissioned Fire Officers,1,Establishes administrative and operational procedures by taking account of the organisation's operating environment.
139112,Commissioned Fire Officers,2,"Makes policy decisions and accepts responsibility for operations, performance of staff, achievement of targets and adherence to budgets, standards and procedures."
139112,Commissioned Fire Officers,3,Establishes lines of control and delegates responsibilities to subordinate staff.
139112,Commissioned Fire Officers,4,Represents the organisation in dealings with other organisations and the public.
139112,Commissioned Fire Officers,5,Controls the collection and interpretation of management information to monitor performance.
139112,Commissioned Fire Officers,6,"Controls the use of, and accounting for, the assets and facilities of the organisation."
139112,Commissioned Fire Officers,7,Prepares budgets and other management plans.
139112,Commissioned Fire Officers,8,"Prepares reports, authorises the release of information and handles public relations activities."
139912,Environmental Managers,1,"Develops and implements environmental strategies, policies, practices and action plans to ensure corporate sustainable development."
139912,Environmental Managers,2,"Co-ordinates all aspects of pollution control, waste management, recycling, environmental health, conservation and renewable energy to ensure compliance with environmental legislation."
139912,Environmental Managers,3,"Audits, analyses and reports environmental performance to internal and external clients and regulatory bodies."
139912,Environmental Managers,4,"Carries out impact assessments to identify, assess and reduce an organisation's environmental risks and financial costs."
139912,Environmental Managers,5,"Promotes, raises awareness and trains staff at all levels on environmental issues and responsibilities."
139912,Environmental Managers,6,Negotiates environmental service agreements and manages associated costs and revenues.
149211,Call Centre or Contact Centre Managers,1,"Develops and reviews policies, programs and procedures concerning customer relations and goods and services provided."
149211,Call Centre or Contact Centre Managers,2,Ensures operational efficiency within a call centre.
149211,Call Centre or Contact Centre Managers,3,Provides direction and feedback to team members and assists with recruitment.
149211,Call Centre or Contact Centre Managers,4,"Manages, motivates and develops staff providing customer services."
149211,Call Centre or Contact Centre Managers,5,"Plans and implements after-sales services to follow up customer satisfaction, ensure performance of goods purchased, and modify and improve services provided."
149211,Call Centre or Contact Centre Managers,6,"Liaises with other organisational units, service agents and customers to identify and respond to customer expectations."
149211,Call Centre or Contact Centre Managers,7,May work in a call centre.
212415,Technical Writers,1,"Researches and writes technical, information-based material and documentation for manuals, text books, handbooks and multimedia products."
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",1,"Determines written advertising approaches by consulting clients and management, and studying products to establish principal selling features."
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",2,"Writes advertisements for press, radio, television, cinema screens, billboards, catalogues and shop displays."
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",3,Makes decisions about the specific content of publications in conjunction with other senior editors and in accordance with editorial policies and guidelines.
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",4,"Reviews copy for publication, to ensure conformity with accepted rules of grammar, style, format and story coherence as well as the accuracy, legality and ethics of content."
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",5,"Collects and analyses facts about newsworthy events from interviews, printed matter, investigations and observations."
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",6,"Writes news reports, commentaries, articles and feature stories for newspapers, magazines, journals, television and radio on topics of public interest."
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",7,"Researches and writes technical, information-based material and documentation for manuals, text books, handbooks and multimedia products."
212499,"Bloggers, Critics, Sports and Other Writers (not covered elsewhere)",8,"Critically discusses daily news topics in the editorial columns of newspapers and reviewing books, films and plays."
222212,Futures Traders,1,"Obtains information on securities, market conditions, government regulations and financial circumstances of clients."
222212,Futures Traders,2,"Interprets data from securities reports, financial periodicals and stock-quotation viewer screens."
222212,Futures Traders,3,Analyses financial markets and financial market products.
222212,Futures Traders,4,"Provides information and offers advice on financial market matters and market conditions, as well as the history and prospects of corporations."
222212,Futures Traders,5,Executes buy and sell orders in the market place on behalf of clients.
222212,Futures Traders,6,Relays trade information to clients such as the number of contracts bought and sold and the price.
222212,Futures Traders,7,"Monitors futures prices and market changes, and bidding for commodity futures contracts."
222212,Futures Traders,8,Records and transmits buy and sell orders.
222213,Stockbrokers,1,"Obtains information on securities, market conditions, government regulations and financial circumstances of clients."
222213,Stockbrokers,2,"Interprets data from securities reports, financial periodicals and stock-quotation viewer screens."
222213,Stockbrokers,3,Analyses financial markets and financial market products.
222213,Stockbrokers,4,"Provides information and offers advice on financial market matters and market conditions, as well as the history and prospects of corporations."
222213,Stockbrokers,5,Executes buy and sell orders in the market place on behalf of clients.
222213,Stockbrokers,6,Relays trade information to clients such as the number of contracts bought and sold and the price.
222213,Stockbrokers,7,"Monitors stock prices and market changes, and bids for securities and bonds."
222213,Stockbrokers,8,Records and transmits buy and sell orders.
222213,Stockbrokers,9,Calculates and records costs of transactions.
225112,Market Research Analysts,1,"Plans, develops and organises advertising policies and campaigns to support sales objectives."
225112,Market Research Analysts,2,Advises executives and clients on advertising strategies and campaigns to reach target markets; creates consumer awareness and effectively promotes the attributes of goods and services.
225112,Market Research Analysts,3,"Co-ordinates production of advertising campaigns involving specialised activities within time and budget constraints, such as artwork, copywriting, media scripting, television and film production and media placement."
225112,Market Research Analysts,4,Analyses data regarding consumer patterns and preferences.
225112,Market Research Analysts,5,Interprets and predicts current and future consumer trends.
225112,Market Research Analysts,6,"Researches potential demand and market characteristics for new goods and services, as well as collecting and analysing the data and other statistical information."
225112,Market Research Analysts,7,"Supports business growth and development through the preparation and execution of marketing objectives, policies and programs."
225112,Market Research Analysts,8,Commissions and undertakes market research to identify market opportunities for new and existing goods and services.
225112,Market Research Analysts,9,"Advises on all elements of marketing such as product mix, pricing, advertising and sales promotion, selling, and distribution channels"
233999,Engineering Professionals (not covered elsewhere),1,Visits locations where projects are currently underway to monitor task completion and ensures that goals are being met.
233999,Engineering Professionals (not covered elsewhere),2,Supervises the scope of large scale projects and assesses each worker’s contribution to the project.
233999,Engineering Professionals (not covered elsewhere),3,Collaborates with the project management team to offer assistance with technical details for the design or development/building process.
233999,Engineering Professionals (not covered elsewhere),4,Calculates the supply details for any materials and the labour requirements as well as determining the cost of everything to see if it falls within the budget of the project.
233999,Engineering Professionals (not covered elsewhere),5,Researches potential risks and impacts from the scope of the project and develops a plan to address concerns.
233999,Engineering Professionals (not covered elsewhere),6,"Writes detailed summaries of project timelines, impact reports, requests for proposals and other written statements for stakeholders or the public."
233999,Engineering Professionals (not covered elsewhere),7,"Maintains optimal standards during project management, following all relevant federal, state, local and industry guidelines."
234413,Hydrogeologists,1,"Conducts preliminary surveys of mineral, petroleum and natural gas deposits with prospectors, mining engineers, metallurgists, and other mineral scientists and engineers."
234413,Hydrogeologists,2,Prepares and supervises the production of laboratory reports and scientific papers.
234413,Hydrogeologists,3,"Conducts studies of the structure, nature and formation of the earth’s crust and the minerals contained in it."
234413,Hydrogeologists,4,"Studies and dates fossils and rock strata to develop knowledge of the evolution and biology of life forms, and to assess their commercial applications."
234413,Hydrogeologists,5,"Studies the effects of natural events, such as erosion, sedimentation, earthquakes and volcanic activity, on the formation of the earth’s surface and sea beds."
234413,Hydrogeologists,6,"Carries out exploration to determine the resources present by sampling, examining and analysing geological specimens, rock cores, cuttings and samples using optical, chemical, electronic and mechanical techniques."
234413,Hydrogeologists,7,Conducts surveys of variations in the earth’s gravitational and magnetic fields to determine its physical features.
234413,Hydrogeologists,8,Investigates the propagation of seismic waves to determine the structure and stability of the earth’s mantle and crust.
234413,Hydrogeologists,9,Studies the causes of earthquakes and other stress states of the earth’s crust.
234413,Hydrogeologists,10,"Performs laboratory and field studies as well as aerial, ground and drill hole surveys."
234915,Exercise Physiologists,1,Assists and improves the function of muscles through physical activity and exercise programs.
234915,Exercise Physiologists,2,Administers a variety of tests to identify and assess physical problems and ailments of patients.
234915,Exercise Physiologists,3,"Plans and discusses effective management of patients' disabilities, weight, injury or fitness."
234915,Exercise Physiologists,4,"Designs, reviews, monitors, assesses and evaluates fitness/treatment programmes."
234915,Exercise Physiologists,5,"Records detailed patient medical histories, exercise undertaken and the patients' responses and progress under exercise programs."
234915,Exercise Physiologists,6,"Refers patients to specialists and liaises with other health professionals in relation to patients' problems, needs and progress."
234915,Exercise Physiologists,7,"Educates patients, their partners, family and friends in rehabilitation procedures, such as home exercises and lifestyle changes, to enhance patients' health and wellbeing."
251311,Environmental Health Officers,1,"Develops, implements and reviews environmental health management plans and occupational health and safety plans."
251311,Environmental Health Officers,2,"Prepares and implements plans and strategies for the safe, economic and suitable disposal of commercial, industrial, medical and household wastes."
251311,Environmental Health Officers,3,Advises on and enforces relevant legislation.
251311,Environmental Health Officers,4,"Implements prevention programs and strategies for communicable diseases, food safety, waste water treatment and disposal systems, recreation and domestic water quality and any contaminated or hazardous substances."
251311,Environmental Health Officers,5,"Works to minimise air, sea, water and noise pollution to improve health outcomes."
251311,Environmental Health Officers,6,"Identifies hazards, assesses and controls risks in the workplace."
251311,Environmental Health Officers,7,"Develops, implements and monitors programs minimising workplace and environmental pollution involving chemical and physical hazards."
251311,Environmental Health Officers,8,"Promotes ergonomic principles within the workplace such as matching furniture, equipment and work activities to the needs of employees."
251311,Environmental Health Officers,9,"Inspects and audits workplaces, processes, plant, chemical and physical hazards for legislative compliance."
251311,Environmental Health Officers,10,Trains employees in personal protective equipment and safe working procedures.
251311,Environmental Health Officers,11,"Records and investigates injuries and equipment damage, as well as reporting on safety performance."
251311,Environmental Health Officers,12,Co-ordinates the return of injured workers into the workplace.
252312,Dentists,1,"Diagnoses dental diseases using a range of methods such as radiographs, salivary tests and medical histories."
252312,Dentists,2,"Provides preventative oral health care such as periodontal treatments, fluoride applications and oral health promotion."
252312,Dentists,3,"Provides restorative oral care, such as implants, complex crown and bridge restorations, orthodontics and repairs to damaged or decayed teeth."
252312,Dentists,4,Provides oral surgical treatments such as biopsy of tissue and prescription of medications.
252312,Dentists,5,Performs routine orthodontic treatment.
252312,Dentists,6,Assists in diagnosing general diseases having oral manifestations such as diabetes.
252312,Dentists,7,Educates patients to take care of their mouth and teeth.
252312,Dentists,8,"Leads a dental team which may comprise of dental hygienists, dental therapists, dental assistants and other dental specialists."
254425,Registered Nurses (Paediatrics),1,"Assesses, plans, implements and evaluates nursing care for patients according to accepted nursing practice and standards."
254425,Registered Nurses (Paediatrics),2,"Works in consultation with other health professionals and members of health teams, co-ordinating the care of patients."
254425,Registered Nurses (Paediatrics),3,"Provides interventions, treatments and therapies such as medications, and monitors responses to treatments and care plans."
254425,Registered Nurses (Paediatrics),4,Promotes health and assists in preventing ill health by participating in health education and other health promotion activities.
254425,Registered Nurses (Paediatrics),5,Answers questions and provides information to patients and families about treatment and care.
254425,Registered Nurses (Paediatrics),6,Supervises and co-ordinates the work of enrolled nurses and other health care workers.
261314,Software Testers,1,"Tests, identifies and diagnoses functionality errors and faults in systems."
261314,Software Testers,2,"Programs code within established testing protocols, guidelines and quality standards to ensure systems perform to specification."
261314,Software Testers,3,"Performs organisational systems architecture reviews and assessments, recommending current and future strategies and directions for hardware and software."
261314,Software Testers,4,"Creates and reviews technical documentation, such as procedural, instructional and operational manuals or guides, technical reports and specifications, and maintenance inventory systems."
271214,Intellectual Property Lawyers,1,"Receives written information in the form of briefs and verbal instructions concerning cases from solicitors, other specialist legal professionals and clients."
271214,Intellectual Property Lawyers,2,Provides advice and written opinions on points of intellectual property law.
271214,Intellectual Property Lawyers,3,Confers with clients and witnesses in preparation for court proceedings.
271214,Intellectual Property Lawyers,4,"Draws up pleadings, affidavits and other court documents."
271214,Intellectual Property Lawyers,5,Researches statutes and previous court decisions relevant to cases.
271214,Intellectual Property Lawyers,6,"Outlines the facts to the court, calls up and questions witnesses and addresses the court to argue a client's case."
271214,Intellectual Property Lawyers,7,Provides opinion on complex intellectual property issues.
271214,Intellectual Property Lawyers,8,May draw up or settle documents.
271214,Intellectual Property Lawyers,9,"Interviews clients to determine the nature of problems, then recommends and undertakes appropriate legal action."
271214,Intellectual Property Lawyers,10,"Prepares cases for court by conducting investigations, undertaking research, giving notice of court actions and arranging the preparation and attendance of witnesses."
271214,Intellectual Property Lawyers,11,Prepares and critically reviews contracts between parties.
272414,Archaeologists,1,Uses aerial photography to locate sites that are suitable for excavation and/or digging (for artifacts).
272414,Archaeologists,2,Plans and organises surveys and excavations within a particular archaeological site.
272414,Archaeologists,3,"Conducts field work (digging for artifacts) using tools such as pickaxes, brushes and bulldozers."
272414,Archaeologists,4,"Carries out examination, documentation and preservation of artifacts."
272414,Archaeologists,5,Performs analysis and interpretation of archaeological data and findings.
272414,Archaeologists,6,Writes reports about the data and findings for publication.
272414,Archaeologists,7,Creates virtual simulations of how artifacts or archaeological sites would have looked in the past.
311415,Hydrographers,1,Prepares technical documentation and drawings for hydrographic survey solutions.
311415,Hydrographers,2,Performs routine mathematical calculations and computations of measurements for surveying and charting bodies of water.
311415,Hydrographers,3,"Checks, calibrates and maintains surveying, sonar, navigational and other hydrography equipment."
311415,Hydrographers,4,"Collects surveying data using computer systems, echo sounders, sonar, gps and other navigation systems."
311415,Hydrographers,5,"Conducts fieldwork by collecting water bed samples and aquatic life for laboratory experiments, tests and analyses."
311415,Hydrographers,6,"Prepares maps, charts, sketches, diagrams and reports on the currents and compositions of water bodies."
312113,Building Inspectors,1,"Reviews and provides advice on plans to ensure they meet building codes, local ordinances, zoning regulations and contract specifications."
312113,Building Inspectors,2,Approves building plans that are satisfactory and issues building permits.
312113,Building Inspectors,3,Monitors construction sites periodically to ensure overall compliance.
312113,Building Inspectors,4,"Inspects plumbing, electrical and other systems to verify alignment level, structure elevation and ensure that they meet the necessary code/specifications."
312113,Building Inspectors,5,"Uses survey instruments, metering devices, and test equipment to perform inspections."
312113,Building Inspectors,6,Provides written documentation of findings from inspections.
312113,Building Inspectors,7,Issues violation notices and stop-work orders until building work is compliant.
312113,Building Inspectors,8,Certifies structure and plan compliance with the corresponding building regulations.
312199,"Other Architectural, Building and Surveying Technicians",1,"Assists construction managers, architects and surveyors in planning and organisation."
312199,"Other Architectural, Building and Surveying Technicians",2,"Interprets plans, regulations and codes of practice."
312199,"Other Architectural, Building and Surveying Technicians",3,"Prepares preliminary sketches, working drawings and specifications."
312199,"Other Architectural, Building and Surveying Technicians",4,"Prepares, edits and revises plans, maps, charts and drawings."
312199,"Other Architectural, Building and Surveying Technicians",5,Co-ordinates work programs.
312199,"Other Architectural, Building and Surveying Technicians",6,"Inspects work and materials for compliance with specifications, regulations and standards."
312199,"Other Architectural, Building and Surveying Technicians",7,Calculates costs and estimates time scales.
312199,"Other Architectural, Building and Surveying Technicians",8,Collects data using surveying instruments and photogrammetric equipment.
312199,"Other Architectural, Building and Surveying Technicians",9,Performs routine computations and plots preliminary data.
312411,Electronic Engineering Draftspersons,1,"Translates sketches that are made by electronic engineers into detailed schematics, technical drawings, blueprints and/or templates."
312411,Electronic Engineering Draftspersons,2,"Prepares drawings, plans and diagrams for electronic engineering work (such as circuitry) using computer aided design and drafting tools."
312411,Electronic Engineering Draftspersons,3,"Ensures that drawings and plans follow ordinances, such as zoning laws, building codes and fire regulations."
312412,Electronic Engineering Technicians,1,"Develops, constructs and tests electronic equipment and associated circuitry in accordance with technical manuals and instructions of electronics engineers and engineering technologists."
312412,Electronic Engineering Technicians,2,Estimates material costs and quantities of electronic circuitry and equipment.
312412,Electronic Engineering Technicians,3,Evaluates performance of electronic equipment.
312412,Electronic Engineering Technicians,4,"Inspects designs and finished products for compliance with specifications, drawings, contracts and regulations."
312412,Electronic Engineering Technicians,5,"Installs, repairs and modifies electronic equipment."
342311,Business Machine Mechanics,1,"Examines and tests machines, equipment, instruments and control systems to diagnose faults."
342311,Business Machine Mechanics,2,"Adjusts, repairs and replaces worn or defective parts and wiring to maintain machines, equipment and instruments."
342311,Business Machine Mechanics,3,"Reassembles, test operates and adjusts equipment."
342311,Business Machine Mechanics,4,Advises users of correct operating procedures to prevent malfunctions.
342311,Business Machine Mechanics,5,Monitors radio traffic as well as transmitting and receiving voice messages.
342311,Business Machine Mechanics,6,Installs electronic instruments and control systems.
342311,Business Machine Mechanics,7,"Applies knowledge of electrical, electronic, mechanical, hydraulic and pneumatic principles in commissioning and maintaining control systems."
399918,Fire Protection Equipment Technicians,1,"Protects human life and property from fire damage, using fire prevention techniques."
399918,Fire Protection Equipment Technicians,2,Reads and understands complicated technical documents.
399918,Fire Protection Equipment Technicians,3,Keeps up to date with fire protection measures against terrorist threats or natural disasters.
399918,Fire Protection Equipment Technicians,4,Analyses existing protection measures and designs up-to-date fire protection systems.
399918,Fire Protection Equipment Technicians,5,Consults with architects or other industry experts to design safe buildings or transportation vehicles.
399918,Fire Protection Equipment Technicians,6,"Researches new issues in fire prevention and develops solutions, sometimes with the use of advanced computer modelling systems, to predict the occurrence and spread of fire."
399918,Fire Protection Equipment Technicians,7,Tests the ability of particular chemicals to suppress fire or performs research on existing fire prevention techniques.
399918,Fire Protection Equipment Technicians,8,Conducts analysis of fire risks and develops appropriate safeguards.
422111,Aboriginal and Torres Strait Islander Education Workers,1,"Demonstrates, supervises and participates in activities which enhance the physical, social, emotional and intellectual development of children in schools and preschool centres."
422111,Aboriginal and Torres Strait Islander Education Workers,2,Prepares indoor and outdoor areas for learning and recreational activities.
422111,Aboriginal and Torres Strait Islander Education Workers,3,"Assists children with intellectual, physical and behavioural difficulties with their academic studies."
422111,Aboriginal and Torres Strait Islander Education Workers,4,Assists children individually to learn social skills.
