onet_soc_code,title,scale_id,scale_name,category,category_description,share_pct,date,domain_source,data_source
29-2061.00,Licensed Practical and Licensed Vocational Nurses,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,38.24,08/2021,Incumbent,O*NET
29-2072.00,Medical Records Specialists,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),52.37,08/2026,Incumbent,O*NET
29-2081.00,"Opticians, Dispensing",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),45.83,08/2022,Occupational Expert,O*NET
29-2091.00,Orthotists and Prosthetists,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,90.0,08/2024,Occupational Expert,O*NET
29-2092.00,Hearing Aid Specialists,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,43.99,08/2020,Incumbent,O*NET
29-2099.01,Neurodiagnostic Technologists,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,48.39,08/2022,Occupational Expert,O*NET
29-2099.05,Ophthalmic Medical Technologists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),30.0,08/2020,Occupational Expert,O*NET
29-2099.08,Patient Representatives,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,57.69,08/2026,Occupational Expert,O*NET
29-9091.00,Athletic Trainers,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,54.33,08/2021,Incumbent,O*NET
29-9092.00,Genetic Counselors,RL,Required Level Of Education (Categories 1-12),8,Master's Degree,90.48,08/2026,Occupational Expert,O*NET
29-9093.00,Surgical Assistants,RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,10.42,08/2026,Incumbent,O*NET
29-9099.01,Midwives,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,32.75,08/2021,Incumbent,O*NET
31-1121.00,Home Health Aides,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,31.8,08/2026,Incumbent,O*NET
31-1122.00,Personal Care Aides,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.76,08/2023,Incumbent,O*NET
31-1131.00,Nursing Assistants,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),38.69,08/2020,Incumbent,O*NET
31-1132.00,Orderlies,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),89.32,07/2016,Incumbent,O*NET
31-1133.00,Psychiatric Aides,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,45.7,08/2023,Incumbent,O*NET
31-2011.00,Occupational Therapy Assistants,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,91.74,08/2022,Incumbent,O*NET
31-2012.00,Occupational Therapy Aides,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),36.76,08/2020,Incumbent,O*NET
31-2021.00,Physical Therapist Assistants,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,84.16,08/2020,Incumbent,O*NET
31-2022.00,Physical Therapist Aides,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),34.41,08/2023,Incumbent,O*NET
31-9011.00,Massage Therapists,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,48.15,08/2026,Occupational Expert,O*NET
31-9091.00,Dental Assistants,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,46.04,08/2021,Incumbent,O*NET
31-9092.00,Medical Assistants,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),20.54,08/2021,Incumbent,O*NET
31-9093.00,Medical Equipment Preparers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),43.76,07/2014,Incumbent,O*NET
31-9094.00,Medical Transcriptionists,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,38.89,08/2021,Incumbent,O*NET
31-9095.00,Pharmacy Aides,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,18.21,07/2014,Incumbent,O*NET
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),78.23,08/2020,Incumbent,O*NET
31-9097.00,Phlebotomists,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),40.0,08/2026,Occupational Expert,O*NET
31-9099.01,Speech-Language Pathology Assistants,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,23.34,08/2022,Incumbent,O*NET
31-9099.02,Endoscopy Technicians,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),53.85,08/2023,Occupational Expert,O*NET
33-1011.00,First-Line Supervisors of Correctional Officers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),58.99,08/2020,Incumbent,O*NET
33-1012.00,First-Line Supervisors of Police and Detectives,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),56.42,08/2024,Incumbent,O*NET
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),38.19,08/2026,Incumbent,O*NET
33-1091.00,First-Line Supervisors of Security Workers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,29.75,08/2025,Incumbent,O*NET
33-2011.00,Firefighters,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),69.53,08/2026,Incumbent,O*NET
33-2021.00,Fire Inspectors and Investigators,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,27.49,08/2022,Incumbent,O*NET
33-2022.00,Forest Fire Inspectors and Prevention Specialists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),31.63,08/2019,Incumbent,O*NET
33-3011.00,Bailiffs,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),39.86,08/2020,Incumbent,O*NET
33-3012.00,Correctional Officers and Jailers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),92.43,08/2023,Incumbent,O*NET
33-3021.00,Detectives and Criminal Investigators,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,25.75,08/2026,Incumbent,O*NET
33-3021.02,Police Identification and Records Officers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),34.62,08/2025,Incumbent,O*NET
33-3021.06,Intelligence Analysts,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,65.22,08/2024,Occupational Expert,O*NET
33-3031.00,Fish and Game Wardens,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),34.6,08/2026,Incumbent,O*NET
33-3041.00,Parking Enforcement Workers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),80.12,08/2026,Incumbent,O*NET
33-3051.00,Police and Sheriff's Patrol Officers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),42.17,08/2026,Incumbent,O*NET
33-3051.04,Customs and Border Protection Officers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),39.01,07/2012,Incumbent,O*NET
33-3052.00,Transit and Railroad Police,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,28.41,07/2017,Incumbent,O*NET
33-9011.00,Animal Control Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),65.38,08/2025,Occupational Expert,O*NET
33-9021.00,Private Detectives and Investigators,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,37.69,07/2015,Incumbent,O*NET
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),84.07,08/2019,Incumbent,O*NET
33-9032.00,Security Guards,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),79.26,08/2023,Incumbent,O*NET
33-9091.00,Crossing Guards and Flaggers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),72.8,07/2016,Incumbent,O*NET
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,39.22,08/2020,Incumbent,O*NET
33-9093.00,Transportation Security Screeners,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),85.19,06/2009,Occupational Expert,O*NET
33-9094.00,School Bus Monitors,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),56.46,08/2026,Incumbent,O*NET
33-9099.02,Retail Loss Prevention Specialists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),68.63,07/2014,Incumbent,O*NET
35-1011.00,Chefs and Head Cooks,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,54.17,08/2025,Occupational Expert,O*NET
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),69.59,08/2025,Incumbent,O*NET
35-2011.00,"Cooks, Fast Food",RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,62.89,08/2026,Incumbent,O*NET
35-2012.00,"Cooks, Institution and Cafeteria",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),71.14,08/2019,Incumbent,O*NET
35-2013.00,"Cooks, Private Household",RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,38.46,08/2023,Occupational Expert,O*NET
35-2014.00,"Cooks, Restaurant",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.33,08/2025,Incumbent,O*NET
35-2015.00,"Cooks, Short Order",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),66.35,08/2025,Incumbent,O*NET
35-2021.00,Food Preparation Workers,RL,Required Level Of Education (Categories 1-12),11,Doctoral Degree,4.15,08/2024,Incumbent,O*NET
35-3011.00,Bartenders,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),42.96,07/2017,Incumbent,O*NET
35-3023.00,Fast Food and Counter Workers,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,56.28,08/2025,Incumbent,O*NET
35-3023.01,Baristas,RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,63.86,08/2026,Incumbent,O*NET
35-3031.00,Waiters and Waitresses,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),57.57,08/2025,Incumbent,O*NET
35-3041.00,"Food Servers, Nonrestaurant",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),48.08,08/2020,Incumbent,O*NET
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),74.01,08/2021,Incumbent,O*NET
35-9021.00,Dishwashers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),55.87,08/2025,Incumbent,O*NET
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,41.98,08/2025,Incumbent,O*NET
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),43.26,08/2020,Incumbent,O*NET
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,32.32,08/2021,Incumbent,O*NET
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,13.51,08/2023,Incumbent,O*NET
37-2012.00,Maids and Housekeeping Cleaners,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,44.6,08/2020,Incumbent,O*NET
37-2021.00,Pest Control Workers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),85.3,08/2026,Incumbent,O*NET
37-3011.00,Landscaping and Groundskeeping Workers,RQ,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,5.01,08/2026,Incumbent,O*NET
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),82.55,08/2026,Incumbent,O*NET
37-3013.00,Tree Trimmers and Pruners,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,56.81,08/2018,Incumbent,O*NET
39-1013.00,First-Line Supervisors of Gambling Services Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.7,08/2022,Incumbent,O*NET
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),38.74,08/2026,Incumbent,O*NET
39-1022.00,First-Line Supervisors of Personal Service Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),14.93,08/2024,Incumbent,O*NET
39-2011.00,Animal Trainers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),44.38,07/2014,Incumbent,O*NET
39-2021.00,Animal Caretakers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),63.55,08/2019,Incumbent,O*NET
39-3011.00,Gambling Dealers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),69.02,08/2019,Incumbent,O*NET
39-3012.00,Gambling and Sports Book Writers and Runners,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),87.07,07/2014,Incumbent,O*NET
39-3021.00,Motion Picture Projectionists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),61.11,08/2020,Incumbent,O*NET
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",RQ,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,53.0,08/2026,Incumbent,O*NET
39-3091.00,Amusement and Recreation Attendants,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,64.17,08/2020,Incumbent,O*NET
39-3092.00,Costume Attendants,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),32.24,07/2016,Incumbent,O*NET
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),64.15,08/2026,Incumbent,O*NET
39-4011.00,Embalmers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,86.37,08/2021,Incumbent,O*NET
39-4021.00,Funeral Attendants,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.04,08/2024,Incumbent,O*NET
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,73.23,08/2024,Incumbent,O*NET
39-5011.00,Barbers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),45.45,08/2026,Occupational Expert,O*NET
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",RQ,Required Level Of Education (Categories 1-12),4,Some College Courses,12.77,08/2026,Incumbent,O*NET
39-5091.00,"Makeup Artists, Theatrical and Performance",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),33.33,08/2025,Occupational Expert,O*NET
39-5092.00,Manicurists and Pedicurists,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,14.77,07/2015,Incumbent,O*NET
39-5093.00,Shampooers,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,67.55,06/2008,Incumbent,O*NET
39-5094.00,Skincare Specialists,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),39.15,08/2025,Incumbent,O*NET
39-6011.00,Baggage Porters and Bellhops,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,41.75,08/2018,Incumbent,O*NET
39-6012.00,Concierges,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),45.45,08/2025,Occupational Expert,O*NET
39-7011.00,Tour Guides and Escorts,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,30.96,08/2020,Incumbent,O*NET
39-7012.00,Travel Guides,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),45.84,08/2022,Incumbent,O*NET
39-9011.00,Childcare Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),38.54,08/2018,Incumbent,O*NET
39-9011.01,Nannies,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),60.0,08/2023,Occupational Expert,O*NET
39-9031.00,Exercise Trainers and Group Fitness Instructors,RL,Required Level Of Education (Categories 1-12),3,Post-Secondary Certificate,38.1,08/2025,Occupational Expert,O*NET
39-9032.00,Recreation Workers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,61.96,07/2017,Incumbent,O*NET
39-9041.00,Residential Advisors,RL,Required Level Of Education (Categories 1-12),4,Some College Courses,50.25,08/2019,Incumbent,O*NET
41-1011.00,First-Line Supervisors of Retail Sales Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),51.67,08/2018,Incumbent,O*NET
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,44.97,08/2020,Incumbent,O*NET
41-2011.00,Cashiers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),44.32,08/2024,Incumbent,O*NET
41-2012.00,Gambling Change Persons and Booth Cashiers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),96.45,08/2019,Incumbent,O*NET
41-2021.00,Counter and Rental Clerks,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),55.86,08/2019,Incumbent,O*NET
41-2022.00,Parts Salespersons,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),46.85,08/2023,Incumbent,O*NET
41-2031.00,Retail Salespersons,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),63.45,08/2018,Incumbent,O*NET
41-3011.00,Advertising Sales Agents,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),39.49,08/2026,Incumbent,O*NET
41-3021.00,Insurance Sales Agents,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,15.76,08/2018,Incumbent,O*NET
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,55.3,08/2022,Incumbent,O*NET
41-3041.00,Travel Agents,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,37.25,07/2016,Incumbent,O*NET
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,71.63,08/2026,Incumbent,O*NET
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,39.48,07/2014,Incumbent,O*NET
41-4011.07,Solar Sales Representatives and Assessors,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,44.93,08/2024,Incumbent,O*NET
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",RL,Required Level Of Education (Categories 1-12),4,Some College Courses,14.18,08/2020,Incumbent,O*NET
41-9011.00,Demonstrators and Product Promoters,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),64.35,07/2016,Incumbent,O*NET
41-9012.00,Models,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),76.3,08/2021,Incumbent,O*NET
41-9021.00,Real Estate Brokers,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,25.6,08/2026,Incumbent,O*NET
41-9022.00,Real Estate Sales Agents,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),52.17,08/2026,Occupational Expert,O*NET
41-9031.00,Sales Engineers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,57.33,08/2022,Incumbent,O*NET
41-9041.00,Telemarketers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),39.46,08/2023,Incumbent,O*NET
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,56.52,08/2018,Occupational Expert,O*NET
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,45.22,07/2015,Incumbent,O*NET
43-2011.00,"Switchboard Operators, Including Answering Service",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),88.55,08/2022,Incumbent,O*NET
43-2021.00,Telephone Operators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),97.83,08/2024,Incumbent,O*NET
43-3011.00,Bill and Account Collectors,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),48.15,08/2018,Incumbent,O*NET
43-3021.00,Billing and Posting Clerks,RQ,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,33.1,08/2026,Incumbent,O*NET
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),40.89,07/2017,Incumbent,O*NET
43-3041.00,Gambling Cage Workers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),84.85,08/2023,Incumbent,O*NET
43-3051.00,Payroll and Timekeeping Clerks,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,31.84,08/2022,Incumbent,O*NET
43-3061.00,Procurement Clerks,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),48.23,08/2022,Incumbent,O*NET
43-3071.00,Tellers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),72.95,08/2018,Incumbent,O*NET
43-4011.00,Brokerage Clerks,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,38.23,07/2014,Incumbent,O*NET
43-4021.00,Correspondence Clerks,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),42.91,08/2023,Incumbent,O*NET
43-4031.00,"Court, Municipal, and License Clerks",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),50.42,08/2026,Incumbent,O*NET
43-4051.00,Customer Service Representatives,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),54.76,08/2022,Incumbent,O*NET
43-4061.00,"Eligibility Interviewers, Government Programs",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),25.6,08/2023,Incumbent,O*NET
43-4071.00,File Clerks,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,38.41,08/2025,Incumbent,O*NET
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),75.03,07/2017,Incumbent,O*NET
43-4111.00,"Interviewers, Except Eligibility and Loan",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),42.42,08/2021,Incumbent,O*NET
43-4121.00,"Library Assistants, Clerical",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),49.83,08/2018,Incumbent,O*NET
43-4131.00,Loan Interviewers and Clerks,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),42.85,07/2017,Incumbent,O*NET
43-4141.00,New Accounts Clerks,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),45.6,08/2020,Incumbent,O*NET
43-4151.00,Order Clerks,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),63.04,08/2023,Incumbent,O*NET
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,33.81,07/2017,Incumbent,O*NET
43-4171.00,Receptionists and Information Clerks,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),49.48,08/2023,Incumbent,O*NET
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,RL,Required Level Of Education (Categories 1-12),1,Less than a High School Diploma,9.29,07/2013,Incumbent,O*NET
43-5011.00,Cargo and Freight Agents,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,30.75,08/2021,Incumbent,O*NET
43-5011.01,Freight Forwarders,RL,Required Level Of Education (Categories 1-12),6,Bachelor's Degree,43.66,08/2024,Incumbent,O*NET
43-5021.00,Couriers and Messengers,RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),80.28,08/2026,Incumbent,O*NET
43-5031.00,Public Safety Telecommunicators,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),63.35,08/2023,Incumbent,O*NET
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.36,08/2021,Incumbent,O*NET
43-5041.00,"Meter Readers, Utilities",RQ,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),94.23,08/2026,Incumbent,O*NET
43-5051.00,Postal Service Clerks,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),67.56,07/2016,Incumbent,O*NET
43-5052.00,Postal Service Mail Carriers,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),78.21,07/2016,Incumbent,O*NET
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),81.39,07/2016,Incumbent,O*NET
43-5061.00,"Production, Planning, and Expediting Clerks",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),36.75,08/2022,Incumbent,O*NET
43-5071.00,"Shipping, Receiving, and Inventory Clerks",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),74.91,08/2019,Incumbent,O*NET
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),49.95,08/2018,Incumbent,O*NET
43-6011.00,Executive Secretaries and Executive Administrative Assistants,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,33.77,07/2017,Incumbent,O*NET
43-6012.00,Legal Secretaries and Administrative Assistants,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,48.14,08/2024,Incumbent,O*NET
43-6013.00,Medical Secretaries and Administrative Assistants,RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),47.63,08/2021,Incumbent,O*NET
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",RL,Required Level Of Education (Categories 1-12),2,High School Diploma or the equivalent (such as a GED),49.9,08/2019,Incumbent,O*NET
43-9021.00,Data Entry Keyers,RL,Required Level Of Education (Categories 1-12),5,Associate's Degree or other 2-year degree,11.14,08/2018,Incumbent,O*NET
